"","verb","model","is_trans","test","item_number","obj_exp","VB","VBD","VBN","total","percent_VBD","percent_VBN","vb_freq","total_freq","vbd_freq","vbn_freq"
"6586","underlined","actionLstm","Trans","transf-nomod",3,8.6161,0,2,0,2,1,0,"1","2","2","0"
"6587","underlined","actionLstm","Trans","transf-nomod",4,4.11487,0,2,0,2,1,0,"1","2","2","0"
"6588","underlined","actionLstm","Trans","transf-mod",2,-0.869619999999998,0,2,0,2,1,0,"1","2","2","0"
"6589","underlined","actionLstm","Trans","transf-mod",3,-0.308620000000001,0,2,0,2,1,0,"1","2","2","0"
"6590","underlined","actionLstm","Trans","transf-mod",4,-0.784180000000006,0,2,0,2,1,0,"1","2","2","0"
"6591","underlined","actionLstm","Trans","transf-mod",5,4.50152,0,2,0,2,1,0,"1","2","2","0"
"6592","underlined","actionLstm","Trans","transf-mod",6,2.27589,0,2,0,2,1,0,"1","2","2","0"
"6593","underlined","actionLstm","Trans","transf-mod",7,1.40712,0,2,0,2,1,0,"1","2","2","0"
"6594","underlined","actionLstm","Trans","transf-mod",8,2.39113,0,2,0,2,1,0,"1","2","2","0"
"6595","underlined","lstm","Trans","transf-longmod",3,-0.844677499999996,0,2,0,2,1,0,"1","2","2","0"
"6596","underlined","lstm","Trans","transf-longmod",4,0.167224099999999,0,2,0,2,1,0,"1","2","2","0"
"6597","underlined","lstm","Trans","transf-longmod",5,0.582456000000001,0,2,0,2,1,0,"1","2","2","0"
"6598","underlined","lstm","Trans","transf-longmod",6,-0.478631399999998,0,2,0,2,1,0,"1","2","2","0"
"6599","underlined","lstm","Trans","transf-longmod",7,0.0206185999999988,0,2,0,2,1,0,"1","2","2","0"
"6600","underlined","lstm","Trans","transf-longmod",8,0.221777200000002,0,2,0,2,1,0,"1","2","2","0"
"6601","underlined","actionLstm","Trans","transf-nomod",5,4.39029,0,2,0,2,1,0,"1","2","2","0"
"6602","underlined","actionLstm","Trans","transf-nomod",6,5.18263,0,2,0,2,1,0,"1","2","2","0"
"6603","underlined","actionLstm","Trans","transf-nomod",7,13.07798,0,2,0,2,1,0,"1","2","2","0"
"6604","underlined","actionLstm","Trans","transf-nomod",8,4.39029,0,2,0,2,1,0,"1","2","2","0"
"6605","underlined","actionLstm","Trans","transf-nomod",9,17.37268,0,2,0,2,1,0,"1","2","2","0"
"6606","underlined","lstm","Trans","transf-nomod",8,2.8983414,0,2,0,2,1,0,"1","2","2","0"
"6607","underlined","lstm","Trans","transf-nomod",9,10.4404512,0,2,0,2,1,0,"1","2","2","0"
"6608","underlined","lstm","Trans","transf-mod",6,2.7388851,0,2,0,2,1,0,"1","2","2","0"
"6609","underlined","lstm","Trans","transf-mod",7,1.881282,0,2,0,2,1,0,"1","2","2","0"
"6610","underlined","lstm","Trans","transf-mod",8,3.903155,0,2,0,2,1,0,"1","2","2","0"
"6611","underlined","lstm","Trans","transf-mod",9,2.2595842,0,2,0,2,1,0,"1","2","2","0"
"6612","underlined","lstm","Trans","transf-nomod",0,3.88576186,0,2,0,2,1,0,"1","2","2","0"
"6613","underlined","lstm","Trans","transf-nomod",1,4.5173867,0,2,0,2,1,0,"1","2","2","0"
"6614","underlined","lstm","Trans","transf-longmod",9,0.104715200000001,0,2,0,2,1,0,"1","2","2","0"
"6615","underlined","lstm","Trans","transf-mod",0,0.354044999999999,0,2,0,2,1,0,"1","2","2","0"
"6616","underlined","lstm","Trans","transf-mod",1,-0.876271699999997,0,2,0,2,1,0,"1","2","2","0"
"6617","underlined","actionLstm","Trans","transf-longmod",1,1.08008,0,2,0,2,1,0,"1","2","2","0"
"6618","underlined","lstm","Trans","transf-longmod",0,-1.1525802,0,2,0,2,1,0,"1","2","2","0"
"6619","underlined","lstm","Trans","transf-longmod",1,-1.1907271,0,2,0,2,1,0,"1","2","2","0"
"6620","underlined","lstm","Trans","transf-longmod",2,-0.262700500000001,0,2,0,2,1,0,"1","2","2","0"
"6621","underlined","lstm","Trans","transf-nomod",4,4.1103183,0,2,0,2,1,0,"1","2","2","0"
"6622","underlined","lstm","Trans","transf-mod",2,2.63917190000001,0,2,0,2,1,0,"1","2","2","0"
"6623","underlined","lstm","Trans","transf-nomod",2,2.6290393,0,2,0,2,1,0,"1","2","2","0"
"6624","underlined","lstm","Trans","transf-nomod",3,2.6537676,0,2,0,2,1,0,"1","2","2","0"
"6625","underlined","lstm","Trans","transf-mod",5,3.6812575,0,2,0,2,1,0,"1","2","2","0"
"6626","underlined","lstm","Trans","transf-mod",3,0.689023299999995,0,2,0,2,1,0,"1","2","2","0"
"6627","underlined","lstm","Trans","transf-mod",4,-0.071086600000001,0,2,0,2,1,0,"1","2","2","0"
"6628","underlined","lstm","Trans","transf-nomod",7,1.7658902,0,2,0,2,1,0,"1","2","2","0"
"6629","underlined","lstm","Trans","transf-nomod",5,2.8983414,0,2,0,2,1,0,"1","2","2","0"
"6630","underlined","lstm","Trans","transf-nomod",6,4.2756835,0,2,0,2,1,0,"1","2","2","0"
"6631","undertook","rnng","Trans","transf-longmod",1,-1.54783,0,2,0,2,1,0,"1","2","2","0"
"6632","undertook","rnng","Trans","transf-longmod",5,1.977408,0,2,0,2,1,0,"1","2","2","0"
"6633","undertook","rnng","Trans","transf-longmod",0,-0.811429999999994,0,2,0,2,1,0,"1","2","2","0"
"6634","undertook","actionLstm","Trans","transf-longmod",2,0.585239999999999,0,2,0,2,1,0,"1","2","2","0"
"6635","undertook","rnng","Trans","transf-longmod",2,11.94319,0,2,0,2,1,0,"1","2","2","0"
"6636","undertook","rnng","Trans","transf-longmod",3,5.31788,0,2,0,2,1,0,"1","2","2","0"
"6637","undertook","rnng","Trans","transf-longmod",4,4.21883,0,2,0,2,1,0,"1","2","2","0"
"6638","undertook","actionLstm","Trans","transf-longmod",6,2.21269,0,2,0,2,1,0,"1","2","2","0"
"6639","undertook","actionLstm","Trans","transf-longmod",3,-8.12918000000001,0,2,0,2,1,0,"1","2","2","0"
"6640","undertook","actionLstm","Trans","transf-longmod",4,2.53378,0,2,0,2,1,0,"1","2","2","0"
"6641","undertook","actionLstm","Trans","transf-longmod",5,9.53232,0,2,0,2,1,0,"1","2","2","0"
"6642","undertook","actionLstm","Trans","transf-mod",0,7.13213999999999,0,2,0,2,1,0,"1","2","2","0"
"6643","undertook","actionLstm","Trans","transf-longmod",7,12.21999,0,2,0,2,1,0,"1","2","2","0"
"6644","undertook","actionLstm","Trans","transf-longmod",8,13.16193,0,2,0,2,1,0,"1","2","2","0"
"6645","undertook","actionLstm","Trans","transf-longmod",9,0.893778000000005,0,2,0,2,1,0,"1","2","2","0"
"6646","undertook","actionLstm","Trans","transf-longmod",0,1.14396,0,2,0,2,1,0,"1","2","2","0"
"6647","undertook","actionLstm","Trans","transf-longmod",1,0.0229300000000023,0,2,0,2,1,0,"1","2","2","0"
"6648","undertook","lstm","Trans","transf-longmod",0,-0.514658300000001,0,2,0,2,1,0,"1","2","2","0"
"6649","undertook","lstm","Trans","transf-longmod",1,-0.704166400000005,0,2,0,2,1,0,"1","2","2","0"
"6650","undertook","lstm","Trans","transf-longmod",2,-0.1581987,0,2,0,2,1,0,"1","2","2","0"
"6651","undertook","lstm","Trans","transf-longmod",3,-0.0711110000000019,0,2,0,2,1,0,"1","2","2","0"
"6652","undertook","lstm","Trans","transf-longmod",4,-0.996805000000002,0,2,0,2,1,0,"1","2","2","0"
"6653","undertook","lstm","Trans","transf-longmod",5,-0.0729571000000035,0,2,0,2,1,0,"1","2","2","0"
"6654","undertook","lstm","Trans","transf-longmod",6,-0.764947999999997,0,2,0,2,1,0,"1","2","2","0"
"6655","undertook","lstm","Trans","transf-longmod",7,-0.525519600000003,0,2,0,2,1,0,"1","2","2","0"
"6656","undertook","lstm","Trans","transf-longmod",8,-0.0230251999999993,0,2,0,2,1,0,"1","2","2","0"
"6657","undertook","lstm","Trans","transf-longmod",9,-1.0300133,0,2,0,2,1,0,"1","2","2","0"
"6658","undertook","lstm","Trans","transf-mod",0,2.4119388,0,2,0,2,1,0,"1","2","2","0"
"6659","undertook","lstm","Trans","transf-mod",1,0.203463200000002,0,2,0,2,1,0,"1","2","2","0"
"6660","undertook","lstm","Trans","transf-mod",2,0.2064588,0,2,0,2,1,0,"1","2","2","0"
"6661","undertook","lstm","Trans","transf-mod",3,1.6204027,0,2,0,2,1,0,"1","2","2","0"
"6662","undertook","lstm","Trans","transf-mod",4,0.249119999999998,0,2,0,2,1,0,"1","2","2","0"
"6663","undertook","lstm","Trans","transf-mod",5,1.4656199,0,2,0,2,1,0,"1","2","2","0"
"6664","undertook","lstm","Trans","transf-mod",6,1.2193574,0,2,0,2,1,0,"1","2","2","0"
"6665","undertook","lstm","Trans","transf-mod",7,2.1984535,0,2,0,2,1,0,"1","2","2","0"
"6666","undertook","lstm","Trans","transf-mod",8,1.2908176,0,2,0,2,1,0,"1","2","2","0"
"6667","undertook","lstm","Trans","transf-mod",9,0.292401999999996,0,2,0,2,1,0,"1","2","2","0"
"6668","undertook","lstm","Trans","transf-nomod",0,4.1449371,0,2,0,2,1,0,"1","2","2","0"
"6669","undertook","lstm","Trans","transf-nomod",1,7.1896217,0,2,0,2,1,0,"1","2","2","0"
"6670","undertook","lstm","Trans","transf-nomod",2,3.611887,0,2,0,2,1,0,"1","2","2","0"
"6671","undertook","lstm","Trans","transf-nomod",3,1.2412894,0,2,0,2,1,0,"1","2","2","0"
"6672","undertook","lstm","Trans","transf-nomod",4,4.077236,0,2,0,2,1,0,"1","2","2","0"
"6673","undertook","lstm","Trans","transf-nomod",5,4.9955174,0,2,0,2,1,0,"1","2","2","0"
"6674","undertook","lstm","Trans","transf-nomod",6,2.1038504,0,2,0,2,1,0,"1","2","2","0"
"6675","undertook","lstm","Trans","transf-nomod",7,4.5978342,0,2,0,2,1,0,"1","2","2","0"
"6676","undertook","lstm","Trans","transf-nomod",8,3.611887,0,2,0,2,1,0,"1","2","2","0"
"6677","undertook","lstm","Trans","transf-nomod",9,11.9930887,0,2,0,2,1,0,"1","2","2","0"
"6678","undertook","rnng","Trans","transf-nomod",8,7.05927,0,2,0,2,1,0,"1","2","2","0"
"6679","undertook","rnng","Trans","transf-nomod",9,12.7808,0,2,0,2,1,0,"1","2","2","0"
"6680","undertook","rnng","Trans","transf-mod",6,5.22661,0,2,0,2,1,0,"1","2","2","0"
"6681","undertook","rnng","Trans","transf-mod",7,0.971119999999999,0,2,0,2,1,0,"1","2","2","0"
"6682","undertook","rnng","Trans","transf-mod",8,0.0152300000000025,0,2,0,2,1,0,"1","2","2","0"
"6683","undertook","rnng","Trans","transf-longmod",6,4.56445,0,2,0,2,1,0,"1","2","2","0"
"6684","undertook","rnng","Trans","transf-longmod",7,-0.720050000000001,0,2,0,2,1,0,"1","2","2","0"
"6685","undertook","rnng","Trans","transf-longmod",8,1.46738000000001,0,2,0,2,1,0,"1","2","2","0"
"6686","undertook","rnng","Trans","transf-longmod",9,5.81294,0,2,0,2,1,0,"1","2","2","0"
"6687","undertook","rnng","Trans","transf-mod",0,-0.673849999999995,0,2,0,2,1,0,"1","2","2","0"
"6688","undertook","rnng","Trans","transf-mod",1,-0.506909999999998,0,2,0,2,1,0,"1","2","2","0"
"6689","undertook","rnng","Trans","transf-mod",2,5.17729,0,2,0,2,1,0,"1","2","2","0"
"6690","undertook","rnng","Trans","transf-mod",3,8.90457000000001,0,2,0,2,1,0,"1","2","2","0"
"6691","undertook","rnng","Trans","transf-mod",4,4.90041,0,2,0,2,1,0,"1","2","2","0"
"6692","undertook","rnng","Trans","transf-mod",5,3.52325,0,2,0,2,1,0,"1","2","2","0"
"6693","undertook","actionLstm","Trans","transf-mod",8,-0.231160000000003,0,2,0,2,1,0,"1","2","2","0"
"6694","undertook","actionLstm","Trans","transf-mod",9,-0.0208200000000005,0,2,0,2,1,0,"1","2","2","0"
"6695","undertook","actionLstm","Trans","transf-nomod",0,19.03578,0,2,0,2,1,0,"1","2","2","0"
"6696","undertook","rnng","Trans","transf-mod",9,5.67534,0,2,0,2,1,0,"1","2","2","0"
"6697","undertook","rnng","Trans","transf-nomod",0,6.67884,0,2,0,2,1,0,"1","2","2","0"
"6698","undertook","rnng","Trans","transf-nomod",1,1.8792,0,2,0,2,1,0,"1","2","2","0"
"6699","undertook","rnng","Trans","transf-nomod",2,7.05927,0,2,0,2,1,0,"1","2","2","0"
"6700","undertook","rnng","Trans","transf-nomod",3,9.92843,0,2,0,2,1,0,"1","2","2","0"
"6701","undertook","rnng","Trans","transf-nomod",4,6.26112000000001,0,2,0,2,1,0,"1","2","2","0"
"6702","undertook","rnng","Trans","transf-nomod",5,3.58073,0,2,0,2,1,0,"1","2","2","0"
"6703","undertook","rnng","Trans","transf-nomod",6,7.10987,0,2,0,2,1,0,"1","2","2","0"
"6704","undertook","rnng","Trans","transf-nomod",7,7.32444,0,2,0,2,1,0,"1","2","2","0"
"6705","undertook","actionLstm","Trans","transf-mod",7,15.41071,0,2,0,2,1,0,"1","2","2","0"
"6706","undertook","actionLstm","Trans","transf-nomod",2,12.03754,0,2,0,2,1,0,"1","2","2","0"
"6707","undertook","actionLstm","Trans","transf-nomod",3,8.77339,0,2,0,2,1,0,"1","2","2","0"
"6708","undertook","actionLstm","Trans","transf-mod",1,8.69942,0,2,0,2,1,0,"1","2","2","0"
"6709","undertook","actionLstm","Trans","transf-nomod",1,22.26954,0,2,0,2,1,0,"1","2","2","0"
"6710","undertook","actionLstm","Trans","transf-mod",3,19.28864,0,2,0,2,1,0,"1","2","2","0"
"6711","undertook","actionLstm","Trans","transf-mod",4,12.39037,0,2,0,2,1,0,"1","2","2","0"
"6712","undertook","actionLstm","Trans","transf-mod",5,20.24222,0,2,0,2,1,0,"1","2","2","0"
"6713","undertook","actionLstm","Trans","transf-mod",2,18.36379,0,2,0,2,1,0,"1","2","2","0"
"6714","undertook","actionLstm","Trans","transf-nomod",5,13.62555,0,2,0,2,1,0,"1","2","2","0"
"6715","undertook","actionLstm","Trans","transf-nomod",6,11.3914,0,2,0,2,1,0,"1","2","2","0"
"6716","undertook","actionLstm","Trans","transf-nomod",7,7.39039,0,2,0,2,1,0,"1","2","2","0"
"6717","undertook","actionLstm","Trans","transf-mod",6,17.99235,0,2,0,2,1,0,"1","2","2","0"
"6718","undertook","actionLstm","Trans","transf-nomod",9,28.32146,0,2,0,2,1,0,"1","2","2","0"
"6719","undertook","actionLstm","Trans","transf-nomod",4,23.62215,0,2,0,2,1,0,"1","2","2","0"
"6720","undertook","actionLstm","Trans","transf-nomod",8,12.03754,0,2,0,2,1,0,"1","2","2","0"
"6721","wreaked","lstm","Trans","transf-longmod",3,-0.394188800000002,0,2,0,2,1,0,"1","2","2","0"
"6722","wreaked","lstm","Trans","transf-longmod",4,0.1344116,0,2,0,2,1,0,"1","2","2","0"
"6723","wreaked","lstm","Trans","transf-longmod",2,0.2328701,0,2,0,2,1,0,"1","2","2","0"
"6724","wreaked","lstm","Trans","transf-mod",5,1.1053743,0,2,0,2,1,0,"1","2","2","0"
"6725","wreaked","lstm","Trans","transf-mod",6,2.6637223,0,2,0,2,1,0,"1","2","2","0"
"6726","wreaked","lstm","Trans","transf-mod",4,-2.0689324,0,2,0,2,1,0,"1","2","2","0"
"6727","wreaked","lstm","Trans","transf-longmod",6,0.525528000000001,0,2,0,2,1,0,"1","2","2","0"
"6728","wreaked","lstm","Trans","transf-longmod",7,-0.306285699999997,0,2,0,2,1,0,"1","2","2","0"
"6729","wreaked","lstm","Trans","transf-mod",7,1.1971392,0,2,0,2,1,0,"1","2","2","0"
"6730","wreaked","lstm","Trans","transf-longmod",5,-0.656695399999997,0,2,0,2,1,0,"1","2","2","0"
"6731","wreaked","lstm","Trans","transf-longmod",0,-0.178617799999998,0,2,0,2,1,0,"1","2","2","0"
"6732","wreaked","lstm","Trans","transf-longmod",1,-0.035147000000002,0,2,0,2,1,0,"1","2","2","0"
"6733","wreaked","rnng","Trans","transf-longmod",0,4.652546,0,2,0,2,1,0,"1","2","2","0"
"6734","wreaked","rnng","Trans","transf-longmod",1,1.25246,0,2,0,2,1,0,"1","2","2","0"
"6735","wreaked","rnng","Trans","transf-longmod",2,1.506653,0,2,0,2,1,0,"1","2","2","0"
"6736","wreaked","rnng","Trans","transf-longmod",3,1.436392,0,2,0,2,1,0,"1","2","2","0"
"6737","wreaked","rnng","Trans","transf-longmod",4,0.298876,0,2,0,2,1,0,"1","2","2","0"
"6738","wreaked","lstm","Trans","transf-longmod",8,1.1517914,0,2,0,2,1,0,"1","2","2","0"
"6739","wreaked","lstm","Trans","transf-longmod",9,0.320894299999999,0,2,0,2,1,0,"1","2","2","0"
"6740","wreaked","lstm","Trans","transf-mod",0,-0.603451700000001,0,2,0,2,1,0,"1","2","2","0"
"6741","wreaked","lstm","Trans","transf-mod",1,-2.00332450000001,0,2,0,2,1,0,"1","2","2","0"
"6742","wreaked","lstm","Trans","transf-mod",2,1.8189822,0,2,0,2,1,0,"1","2","2","0"
"6743","wreaked","lstm","Trans","transf-mod",3,0.997653400000004,0,2,0,2,1,0,"1","2","2","0"
"6744","wreaked","rnng","Trans","transf-mod",1,1.88257,0,2,0,2,1,0,"1","2","2","0"
"6745","wreaked","rnng","Trans","transf-mod",2,-1.57276,0,2,0,2,1,0,"1","2","2","0"
"6746","wreaked","rnng","Trans","transf-mod",3,5.89343,0,2,0,2,1,0,"1","2","2","0"
"6747","wreaked","rnng","Trans","transf-mod",4,1.733997,0,2,0,2,1,0,"1","2","2","0"
"6748","wreaked","rnng","Trans","transf-mod",5,0.58466,0,2,0,2,1,0,"1","2","2","0"
"6749","wreaked","rnng","Trans","transf-mod",6,0.666550000000001,0,2,0,2,1,0,"1","2","2","0"
"6750","wreaked","rnng","Trans","transf-mod",7,-1.21982,0,2,0,2,1,0,"1","2","2","0"
"6751","wreaked","rnng","Trans","transf-longmod",5,1.533255,0,2,0,2,1,0,"1","2","2","0"
"6752","wreaked","rnng","Trans","transf-longmod",6,5.432638,0,2,0,2,1,0,"1","2","2","0"
"6753","wreaked","rnng","Trans","transf-longmod",7,1.442528,0,2,0,2,1,0,"1","2","2","0"
"6754","wreaked","rnng","Trans","transf-longmod",8,7.304618,0,2,0,2,1,0,"1","2","2","0"
"6755","wreaked","rnng","Trans","transf-longmod",9,1.17675999999999,0,2,0,2,1,0,"1","2","2","0"
"6756","wreaked","rnng","Trans","transf-mod",0,4.65121000000001,0,2,0,2,1,0,"1","2","2","0"
"6757","wreaked","actionLstm","Trans","transf-longmod",0,3.99761,0,2,0,2,1,0,"1","2","2","0"
"6758","wreaked","actionLstm","Trans","transf-longmod",1,6.11322,0,2,0,2,1,0,"1","2","2","0"
"6759","wreaked","actionLstm","Trans","transf-longmod",2,1.82736,0,2,0,2,1,0,"1","2","2","0"
"6760","wreaked","actionLstm","Trans","transf-longmod",3,-5.88835,0,2,0,2,1,0,"1","2","2","0"
"6761","wreaked","actionLstm","Trans","transf-longmod",4,3.04279,0,2,0,2,1,0,"1","2","2","0"
"6762","wreaked","actionLstm","Trans","transf-longmod",5,-8.17433,0,2,0,2,1,0,"1","2","2","0"
"6763","wreaked","actionLstm","Trans","transf-longmod",6,-5.39136,0,2,0,2,1,0,"1","2","2","0"
"6764","wreaked","actionLstm","Trans","transf-longmod",7,2.822494,0,2,0,2,1,0,"1","2","2","0"
"6765","wreaked","actionLstm","Trans","transf-longmod",8,-0.788559999999997,0,2,0,2,1,0,"1","2","2","0"
"6766","wreaked","actionLstm","Trans","transf-longmod",9,2.45110999999999,0,2,0,2,1,0,"1","2","2","0"
"6767","wreaked","actionLstm","Trans","transf-mod",0,2.26594,0,2,0,2,1,0,"1","2","2","0"
"6768","wreaked","actionLstm","Trans","transf-mod",1,16.46132,0,2,0,2,1,0,"1","2","2","0"
"6769","wreaked","actionLstm","Trans","transf-mod",2,11.82806,0,2,0,2,1,0,"1","2","2","0"
"6770","wreaked","actionLstm","Trans","transf-mod",3,6.52805,0,2,0,2,1,0,"1","2","2","0"
"6771","wreaked","actionLstm","Trans","transf-mod",4,1.36407,0,2,0,2,1,0,"1","2","2","0"
"6772","wreaked","actionLstm","Trans","transf-mod",5,-3.17579,0,2,0,2,1,0,"1","2","2","0"
"6773","wreaked","actionLstm","Trans","transf-mod",6,5.81511,0,2,0,2,1,0,"1","2","2","0"
"6774","wreaked","actionLstm","Trans","transf-mod",7,12.82591,0,2,0,2,1,0,"1","2","2","0"
"6775","wreaked","actionLstm","Trans","transf-mod",8,12.40058,0,2,0,2,1,0,"1","2","2","0"
"6776","wreaked","actionLstm","Trans","transf-mod",9,15.63663,0,2,0,2,1,0,"1","2","2","0"
"6777","wreaked","actionLstm","Trans","transf-nomod",0,9.13105,0,2,0,2,1,0,"1","2","2","0"
"6778","wreaked","actionLstm","Trans","transf-nomod",1,8.93385,0,2,0,2,1,0,"1","2","2","0"
"6779","wreaked","actionLstm","Trans","transf-nomod",2,4.17417,0,2,0,2,1,0,"1","2","2","0"
"6780","wreaked","actionLstm","Trans","transf-nomod",3,9.04638000000001,0,2,0,2,1,0,"1","2","2","0"
"6781","wreaked","actionLstm","Trans","transf-nomod",4,4.04333,0,2,0,2,1,0,"1","2","2","0"
"6782","wreaked","actionLstm","Trans","transf-nomod",5,7.82625,0,2,0,2,1,0,"1","2","2","0"
"6783","wreaked","actionLstm","Trans","transf-nomod",6,4.73351,0,2,0,2,1,0,"1","2","2","0"
"6784","wreaked","actionLstm","Trans","transf-nomod",7,8.93385,0,2,0,2,1,0,"1","2","2","0"
"6785","wreaked","actionLstm","Trans","transf-nomod",8,1.41858,0,2,0,2,1,0,"1","2","2","0"
"6786","wreaked","actionLstm","Trans","transf-nomod",9,7.10372,0,2,0,2,1,0,"1","2","2","0"
"6787","wreaked","lstm","Trans","transf-nomod",8,2.9549706,0,2,0,2,1,0,"1","2","2","0"
"6788","wreaked","lstm","Trans","transf-nomod",9,-0.0720019000000036,0,2,0,2,1,0,"1","2","2","0"
"6789","wreaked","rnng","Trans","transf-nomod",8,6.11586,0,2,0,2,1,0,"1","2","2","0"
"6790","wreaked","rnng","Trans","transf-nomod",9,3.12965999999999,0,2,0,2,1,0,"1","2","2","0"
"6791","wreaked","lstm","Trans","transf-mod",8,1.5183268,0,2,0,2,1,0,"1","2","2","0"
"6792","wreaked","lstm","Trans","transf-mod",9,-1.284702,0,2,0,2,1,0,"1","2","2","0"
"6793","wreaked","lstm","Trans","transf-nomod",0,-1.3231196,0,2,0,2,1,0,"1","2","2","0"
"6794","wreaked","lstm","Trans","transf-nomod",1,0.728042500000001,0,2,0,2,1,0,"1","2","2","0"
"6795","wreaked","lstm","Trans","transf-nomod",2,3.4169293,0,2,0,2,1,0,"1","2","2","0"
"6796","wreaked","lstm","Trans","transf-nomod",3,7.2752595,0,2,0,2,1,0,"1","2","2","0"
"6797","wreaked","lstm","Trans","transf-nomod",4,0.598376329999997,0,2,0,2,1,0,"1","2","2","0"
"6798","wreaked","lstm","Trans","transf-nomod",5,2.2443433,0,2,0,2,1,0,"1","2","2","0"
"6799","wreaked","lstm","Trans","transf-nomod",6,1.0169775,0,2,0,2,1,0,"1","2","2","0"
"6800","wreaked","lstm","Trans","transf-nomod",7,0.728042500000001,0,2,0,2,1,0,"1","2","2","0"
"6801","wreaked","rnng","Trans","transf-nomod",6,1.33523,0,2,0,2,1,0,"1","2","2","0"
"6802","wreaked","rnng","Trans","transf-nomod",7,3.22602,0,2,0,2,1,0,"1","2","2","0"
"6803","wreaked","rnng","Trans","transf-mod",8,7.28649,0,2,0,2,1,0,"1","2","2","0"
"6804","wreaked","rnng","Trans","transf-mod",9,1.14092,0,2,0,2,1,0,"1","2","2","0"
"6805","wreaked","rnng","Trans","transf-nomod",0,3.75965,0,2,0,2,1,0,"1","2","2","0"
"6806","wreaked","rnng","Trans","transf-nomod",1,3.22602,0,2,0,2,1,0,"1","2","2","0"
"6807","wreaked","rnng","Trans","transf-nomod",2,-0.578900000000004,0,2,0,2,1,0,"1","2","2","0"
"6808","wreaked","rnng","Trans","transf-nomod",3,12.4855,0,2,0,2,1,0,"1","2","2","0"
"6809","wreaked","rnng","Trans","transf-nomod",4,4.90712000000001,0,2,0,2,1,0,"1","2","2","0"
"6810","wreaked","rnng","Trans","transf-nomod",5,1.93849,0,2,0,2,1,0,"1","2","2","0"
"6811","wrecked","actionLstm","Trans","transf-mod",6,11.61562,0,4,0,4,1,0,"1","5","5","0"
"6812","wrecked","actionLstm","Trans","transf-longmod",4,-3.40949,0,4,0,4,1,0,"1","5","5","0"
"6813","wrecked","actionLstm","Trans","transf-longmod",5,5.32908,0,4,0,4,1,0,"1","5","5","0"
"6814","wrecked","actionLstm","Trans","transf-longmod",6,6.9955,0,4,0,4,1,0,"1","5","5","0"
"6815","wrecked","actionLstm","Trans","transf-mod",5,2.00995,0,4,0,4,1,0,"1","5","5","0"
"6816","wrecked","actionLstm","Trans","transf-nomod",9,2.64387000000001,0,4,0,4,1,0,"1","5","5","0"
"6817","wrecked","actionLstm","Trans","transf-mod",7,11.71267,0,4,0,4,1,0,"1","5","5","0"
"6818","wrecked","actionLstm","Trans","transf-mod",8,1.668492,0,4,0,4,1,0,"1","5","5","0"
"6819","wrecked","actionLstm","Trans","transf-mod",9,3.12722,0,4,0,4,1,0,"1","5","5","0"
"6820","wrecked","actionLstm","Trans","transf-longmod",7,2.37414,0,4,0,4,1,0,"1","5","5","0"
"6821","wrecked","actionLstm","Trans","transf-longmod",8,3.45319,0,4,0,4,1,0,"1","5","5","0"
"6822","wrecked","actionLstm","Trans","transf-longmod",9,12.79795,0,4,0,4,1,0,"1","5","5","0"
"6823","wrecked","actionLstm","Trans","transf-mod",0,3.36342,0,4,0,4,1,0,"1","5","5","0"
"6824","wrecked","actionLstm","Trans","transf-mod",1,-0.810709999999993,0,4,0,4,1,0,"1","5","5","0"
"6825","wrecked","actionLstm","Trans","transf-mod",2,11.013,0,4,0,4,1,0,"1","5","5","0"
"6826","wrecked","actionLstm","Trans","transf-mod",3,0.815830000000005,0,4,0,4,1,0,"1","5","5","0"
"6827","wrecked","actionLstm","Trans","transf-mod",4,-2.84493999999999,0,4,0,4,1,0,"1","5","5","0"
"6828","wrecked","actionLstm","Trans","transf-nomod",8,2.69692,0,4,0,4,1,0,"1","5","5","0"
"6829","wrecked","actionLstm","Trans","transf-longmod",2,-8.28787,0,4,0,4,1,0,"1","5","5","0"
"6830","wrecked","actionLstm","Trans","transf-longmod",3,3.18507,0,4,0,4,1,0,"1","5","5","0"
"6831","wrecked","lstm","Trans","transf-longmod",2,0.705547100000004,0,4,0,4,1,0,"1","5","5","0"
"6832","wrecked","lstm","Trans","transf-longmod",3,-0.622429,0,4,0,4,1,0,"1","5","5","0"
"6833","wrecked","actionLstm","Trans","transf-nomod",0,0.633499999999998,0,4,0,4,1,0,"1","5","5","0"
"6834","wrecked","actionLstm","Trans","transf-nomod",1,-1.59417,0,4,0,4,1,0,"1","5","5","0"
"6835","wrecked","actionLstm","Trans","transf-nomod",2,2.46081,0,4,0,4,1,0,"1","5","5","0"
"6836","wrecked","actionLstm","Trans","transf-nomod",3,2.6087,0,4,0,4,1,0,"1","5","5","0"
"6837","wrecked","actionLstm","Trans","transf-nomod",4,1.94014,0,4,0,4,1,0,"1","5","5","0"
"6838","wrecked","actionLstm","Trans","transf-nomod",5,2.6087,0,4,0,4,1,0,"1","5","5","0"
"6839","wrecked","actionLstm","Trans","transf-nomod",6,-1.59417,0,4,0,4,1,0,"1","5","5","0"
"6840","wrecked","actionLstm","Trans","transf-nomod",7,-0.449180000000005,0,4,0,4,1,0,"1","5","5","0"
"6841","wrecked","lstm","Trans","transf-mod",2,0.0930240599999976,0,4,0,4,1,0,"1","5","5","0"
