"","verb","model","is_trans","test","item_number","obj_exp","VB","VBD","VBN","total","percent_VBD","percent_VBN","vb_freq","total_freq","vbd_freq","vbn_freq"
"681","awaited","5gram","Trans","transf-nomod",6,0.150308684400159,0,5,0,5,1,0,"1","5","5","0"
"682","awaited","5gram","Trans","transf-nomod",7,0.27568212230284,0,5,0,5,1,0,"1","5","5","0"
"683","awaited","5gram","Trans","transf-nomod",8,-0.219827039949195,0,5,0,5,1,0,"1","5","5","0"
"684","awaited","5gram","Trans","transf-nomod",9,1.36530504464856,0,5,0,5,1,0,"1","5","5","0"
"685","awaited","5gram","Trans","transf-nomod",10,-0.322063060619467,0,5,0,5,1,0,"1","5","5","0"
"686","awaited","5gram","Trans","transf-nomod",11,0.496589862723063,0,5,0,5,1,0,"1","5","5","0"
"687","awaited","5gram","Trans","transf-nomod",12,0.258185082223463,0,5,0,5,1,0,"1","5","5","0"
"688","awaited","actionLstm","Trans","transf-longmod",5,-16.3344,0,5,0,5,1,0,"1","5","5","0"
"689","awaited","actionLstm","Trans","transf-longmod",6,5.8917,0,5,0,5,1,0,"1","5","5","0"
"690","awaited","rnng","Trans","transf-nomod",9,6.49097,0,5,0,5,1,0,"1","5","5","0"
"691","belonged","actionLstm","Intrans","transf-longmod",1,-1.08558,0,2,0,2,1,0,"1","2","2","0"
"692","belonged","actionLstm","Intrans","transf-longmod",0,-1.35224,0,2,0,2,1,0,"1","2","2","0"
"693","belonged","lstm","Intrans","transf-longmod",0,-0.149887099999994,0,2,0,2,1,0,"1","2","2","0"
"694","belonged","lstm","Intrans","transf-longmod",1,2.1863383,0,2,0,2,1,0,"1","2","2","0"
"695","belonged","actionLstm","Intrans","transf-longmod",2,0.652802999999999,0,2,0,2,1,0,"1","2","2","0"
"696","belonged","actionLstm","Intrans","transf-longmod",3,2.07369,0,2,0,2,1,0,"1","2","2","0"
"697","belonged","5gram","Intrans","transf-longmod",0,0,0,2,0,2,1,0,"1","2","2","0"
"698","belonged","5gram","Intrans","transf-longmod",1,0,0,2,0,2,1,0,"1","2","2","0"
"699","belonged","5gram","Intrans","transf-longmod",2,0,0,2,0,2,1,0,"1","2","2","0"
"700","belonged","5gram","Intrans","transf-longmod",3,0,0,2,0,2,1,0,"1","2","2","0"
"701","belonged","5gram","Intrans","transf-longmod",4,0,0,2,0,2,1,0,"1","2","2","0"
"702","belonged","5gram","Intrans","transf-longmod",5,0,0,2,0,2,1,0,"1","2","2","0"
"703","belonged","5gram","Intrans","transf-longmod",6,0,0,2,0,2,1,0,"1","2","2","0"
"704","belonged","5gram","Intrans","transf-longmod",7,0,0,2,0,2,1,0,"1","2","2","0"
"705","belonged","5gram","Intrans","transf-longmod",8,0,0,2,0,2,1,0,"1","2","2","0"
"706","belonged","5gram","Intrans","transf-longmod",9,0,0,2,0,2,1,0,"1","2","2","0"
"707","belonged","5gram","Intrans","transf-longmod",10,0,0,2,0,2,1,0,"1","2","2","0"
"708","belonged","5gram","Intrans","transf-longmod",11,0,0,2,0,2,1,0,"1","2","2","0"
"709","belonged","5gram","Intrans","transf-longmod",12,0,0,2,0,2,1,0,"1","2","2","0"
"710","belonged","5gram","Intrans","transf-longmod",13,0,0,2,0,2,1,0,"1","2","2","0"
"711","belonged","5gram","Intrans","transf-longmod",14,0,0,2,0,2,1,0,"1","2","2","0"
"712","belonged","5gram","Intrans","transf-longmod",15,0,0,2,0,2,1,0,"1","2","2","0"
"713","belonged","5gram","Intrans","transf-longmod",16,0,0,2,0,2,1,0,"1","2","2","0"
"714","belonged","5gram","Intrans","transf-longmod",17,0,0,2,0,2,1,0,"1","2","2","0"
"715","belonged","5gram","Intrans","transf-longmod",18,0,0,2,0,2,1,0,"1","2","2","0"
"716","belonged","5gram","Intrans","transf-longmod",19,0,0,2,0,2,1,0,"1","2","2","0"
"717","belonged","5gram","Intrans","transf-mod",0,0,0,2,0,2,1,0,"1","2","2","0"
"718","belonged","5gram","Intrans","transf-mod",1,0,0,2,0,2,1,0,"1","2","2","0"
"719","belonged","5gram","Intrans","transf-mod",2,0,0,2,0,2,1,0,"1","2","2","0"
"720","belonged","5gram","Intrans","transf-mod",3,0,0,2,0,2,1,0,"1","2","2","0"
"721","belonged","5gram","Intrans","transf-mod",4,0,0,2,0,2,1,0,"1","2","2","0"
"722","belonged","5gram","Intrans","transf-mod",5,0,0,2,0,2,1,0,"1","2","2","0"
"723","belonged","5gram","Intrans","transf-mod",6,0,0,2,0,2,1,0,"1","2","2","0"
"724","belonged","5gram","Intrans","transf-mod",7,0,0,2,0,2,1,0,"1","2","2","0"
"725","belonged","5gram","Intrans","transf-mod",8,0,0,2,0,2,1,0,"1","2","2","0"
"726","belonged","5gram","Intrans","transf-mod",9,0,0,2,0,2,1,0,"1","2","2","0"
"727","belonged","5gram","Intrans","transf-mod",10,0,0,2,0,2,1,0,"1","2","2","0"
"728","belonged","5gram","Intrans","transf-mod",11,0,0,2,0,2,1,0,"1","2","2","0"
"729","belonged","actionLstm","Intrans","transf-longmod",4,-1.29755,0,2,0,2,1,0,"1","2","2","0"
"730","belonged","actionLstm","Intrans","transf-longmod",5,-1.82925,0,2,0,2,1,0,"1","2","2","0"
"731","belonged","actionLstm","Intrans","transf-longmod",6,-1.70061,0,2,0,2,1,0,"1","2","2","0"
"732","belonged","actionLstm","Intrans","transf-longmod",7,-0.411686000000003,0,2,0,2,1,0,"1","2","2","0"
"733","belonged","actionLstm","Intrans","transf-longmod",8,-0.341359999999995,0,2,0,2,1,0,"1","2","2","0"
"734","belonged","actionLstm","Intrans","transf-longmod",9,-1.03571,0,2,0,2,1,0,"1","2","2","0"
"735","belonged","actionLstm","Intrans","transf-mod",0,-3.80507,0,2,0,2,1,0,"1","2","2","0"
"736","belonged","actionLstm","Intrans","transf-mod",1,-3.71081,0,2,0,2,1,0,"1","2","2","0"
"737","belonged","actionLstm","Intrans","transf-mod",2,-1.94357,0,2,0,2,1,0,"1","2","2","0"
"738","belonged","actionLstm","Intrans","transf-mod",3,-1.95176,0,2,0,2,1,0,"1","2","2","0"
"739","belonged","actionLstm","Intrans","transf-mod",4,-1.60509,0,2,0,2,1,0,"1","2","2","0"
"740","belonged","actionLstm","Intrans","transf-mod",5,0.934179999999998,0,2,0,2,1,0,"1","2","2","0"
"741","belonged","actionLstm","Intrans","transf-mod",6,-5.96659,0,2,0,2,1,0,"1","2","2","0"
"742","belonged","actionLstm","Intrans","transf-mod",7,-1.94374,0,2,0,2,1,0,"1","2","2","0"
"743","belonged","actionLstm","Intrans","transf-mod",8,1.30922,0,2,0,2,1,0,"1","2","2","0"
"744","belonged","actionLstm","Intrans","transf-mod",9,-3.37336,0,2,0,2,1,0,"1","2","2","0"
"745","belonged","actionLstm","Intrans","transf-nomod",0,-6.12786,0,2,0,2,1,0,"1","2","2","0"
"746","belonged","actionLstm","Intrans","transf-nomod",1,-4.36302,0,2,0,2,1,0,"1","2","2","0"
"747","belonged","actionLstm","Intrans","transf-nomod",2,-7.08357,0,2,0,2,1,0,"1","2","2","0"
"748","belonged","actionLstm","Intrans","transf-nomod",3,-4.36302,0,2,0,2,1,0,"1","2","2","0"
"749","belonged","actionLstm","Intrans","transf-nomod",4,-6.48367,0,2,0,2,1,0,"1","2","2","0"
"750","belonged","actionLstm","Intrans","transf-nomod",5,-4.79132,0,2,0,2,1,0,"1","2","2","0"
"751","belonged","actionLstm","Intrans","transf-nomod",6,-4.338,0,2,0,2,1,0,"1","2","2","0"
"752","belonged","actionLstm","Intrans","transf-nomod",7,-4.447,0,2,0,2,1,0,"1","2","2","0"
"753","belonged","actionLstm","Intrans","transf-nomod",8,-1.78064000000001,0,2,0,2,1,0,"1","2","2","0"
"754","belonged","actionLstm","Intrans","transf-nomod",9,-3.29766,0,2,0,2,1,0,"1","2","2","0"
"755","belonged","5gram","Intrans","transf-nomod",18,0.315518976960803,0,2,0,2,1,0,"1","2","2","0"
"756","belonged","5gram","Intrans","transf-nomod",19,1.07960719443586,0,2,0,2,1,0,"1","2","2","0"
"757","belonged","rnng","Intrans","transf-nomod",8,-2.94533,0,2,0,2,1,0,"1","2","2","0"
"758","belonged","rnng","Intrans","transf-nomod",9,-4.05258,0,2,0,2,1,0,"1","2","2","0"
"759","belonged","lstm","Intrans","transf-longmod",7,-0.602982100000006,0,2,0,2,1,0,"1","2","2","0"
"760","belonged","lstm","Intrans","transf-longmod",8,0.312624200000009,0,2,0,2,1,0,"1","2","2","0"
"761","belonged","lstm","Intrans","transf-longmod",9,-0.472965899999998,0,2,0,2,1,0,"1","2","2","0"
"762","belonged","lstm","Intrans","transf-mod",0,-0.9447203,0,2,0,2,1,0,"1","2","2","0"
"763","belonged","lstm","Intrans","transf-mod",1,-6.0494944,0,2,0,2,1,0,"1","2","2","0"
"764","belonged","lstm","Intrans","transf-mod",2,-1.4421509,0,2,0,2,1,0,"1","2","2","0"
"765","belonged","lstm","Intrans","transf-mod",3,-2.6780697,0,2,0,2,1,0,"1","2","2","0"
"766","belonged","lstm","Intrans","transf-mod",4,-1.5123238,0,2,0,2,1,0,"1","2","2","0"
"767","belonged","lstm","Intrans","transf-longmod",2,-0.699840500000001,0,2,0,2,1,0,"1","2","2","0"
"768","belonged","lstm","Intrans","transf-longmod",3,0.3966013,0,2,0,2,1,0,"1","2","2","0"
"769","belonged","lstm","Intrans","transf-longmod",4,0.422608799999999,0,2,0,2,1,0,"1","2","2","0"
"770","belonged","lstm","Intrans","transf-longmod",5,0.978099399999998,0,2,0,2,1,0,"1","2","2","0"
"771","belonged","lstm","Intrans","transf-longmod",6,-0.373926500000003,0,2,0,2,1,0,"1","2","2","0"
"772","belonged","lstm","Intrans","transf-nomod",0,-2.4785999,0,2,0,2,1,0,"1","2","2","0"
"773","belonged","lstm","Intrans","transf-nomod",1,-1.0386344,0,2,0,2,1,0,"1","2","2","0"
"774","belonged","lstm","Intrans","transf-nomod",2,1.288529,0,2,0,2,1,0,"1","2","2","0"
"775","belonged","lstm","Intrans","transf-nomod",3,-1.0386344,0,2,0,2,1,0,"1","2","2","0"
"776","belonged","lstm","Intrans","transf-nomod",4,3.2734256,0,2,0,2,1,0,"1","2","2","0"
"777","belonged","lstm","Intrans","transf-nomod",5,1.811242,0,2,0,2,1,0,"1","2","2","0"
"778","belonged","lstm","Intrans","transf-nomod",6,4.0086133,0,2,0,2,1,0,"1","2","2","0"
"779","belonged","lstm","Intrans","transf-nomod",7,3.2827339,0,2,0,2,1,0,"1","2","2","0"
"780","belonged","lstm","Intrans","transf-mod",5,-0.203259400000007,0,2,0,2,1,0,"1","2","2","0"
"781","belonged","lstm","Intrans","transf-mod",6,-0.259664270000002,0,2,0,2,1,0,"1","2","2","0"
"782","belonged","lstm","Intrans","transf-mod",7,1.2794621,0,2,0,2,1,0,"1","2","2","0"
"783","belonged","lstm","Intrans","transf-mod",8,-0.0944676000000015,0,2,0,2,1,0,"1","2","2","0"
"784","belonged","lstm","Intrans","transf-mod",9,-2.71848069999999,0,2,0,2,1,0,"1","2","2","0"
"785","belonged","rnng","Intrans","transf-longmod",2,-1.861667,0,2,0,2,1,0,"1","2","2","0"
"786","belonged","rnng","Intrans","transf-longmod",3,-3.18316600000001,0,2,0,2,1,0,"1","2","2","0"
"787","belonged","rnng","Intrans","transf-longmod",4,0.227037000000003,0,2,0,2,1,0,"1","2","2","0"
"788","belonged","rnng","Intrans","transf-longmod",5,2.75142,0,2,0,2,1,0,"1","2","2","0"
"789","belonged","rnng","Intrans","transf-longmod",6,0.217517000000001,0,2,0,2,1,0,"1","2","2","0"
"790","belonged","rnng","Intrans","transf-longmod",7,-2.265654,0,2,0,2,1,0,"1","2","2","0"
"791","belonged","rnng","Intrans","transf-longmod",8,0.423749999999998,0,2,0,2,1,0,"1","2","2","0"
"792","belonged","rnng","Intrans","transf-longmod",9,0.778654999999993,0,2,0,2,1,0,"1","2","2","0"
"793","belonged","lstm","Intrans","transf-nomod",8,2.00094420000001,0,2,0,2,1,0,"1","2","2","0"
"794","belonged","lstm","Intrans","transf-nomod",9,-1.29753170000001,0,2,0,2,1,0,"1","2","2","0"
"795","belonged","rnng","Intrans","transf-nomod",6,-7.00751,0,2,0,2,1,0,"1","2","2","0"
"796","belonged","rnng","Intrans","transf-nomod",7,-6.65918,0,2,0,2,1,0,"1","2","2","0"
"797","belonged","rnng","Intrans","transf-longmod",1,-1.745204,0,2,0,2,1,0,"1","2","2","0"
"798","belonged","rnng","Intrans","transf-mod",5,0.0323399999999978,0,2,0,2,1,0,"1","2","2","0"
"799","belonged","rnng","Intrans","transf-mod",6,-0.877267000000003,0,2,0,2,1,0,"1","2","2","0"
"800","belonged","rnng","Intrans","transf-mod",7,1.05157,0,2,0,2,1,0,"1","2","2","0"
"801","belonged","rnng","Intrans","transf-mod",8,0.328062999999993,0,2,0,2,1,0,"1","2","2","0"
"802","belonged","rnng","Intrans","transf-mod",9,-0.27122,0,2,0,2,1,0,"1","2","2","0"
"803","belonged","rnng","Intrans","transf-nomod",0,-0.977429999999998,0,2,0,2,1,0,"1","2","2","0"
"804","belonged","rnng","Intrans","transf-nomod",1,0.0974699999999977,0,2,0,2,1,0,"1","2","2","0"
"805","belonged","rnng","Intrans","transf-nomod",2,-5.35561,0,2,0,2,1,0,"1","2","2","0"
"806","belonged","rnng","Intrans","transf-mod",0,-1.89619,0,2,0,2,1,0,"1","2","2","0"
"807","belonged","rnng","Intrans","transf-longmod",0,-0.426857999999996,0,2,0,2,1,0,"1","2","2","0"
"808","belonged","rnng","Intrans","transf-mod",4,-0.854984999999992,0,2,0,2,1,0,"1","2","2","0"
"809","belonged","5gram","Intrans","transf-mod",12,0,0,2,0,2,1,0,"1","2","2","0"
"810","belonged","5gram","Intrans","transf-mod",13,0,0,2,0,2,1,0,"1","2","2","0"
"811","belonged","5gram","Intrans","transf-mod",14,0,0,2,0,2,1,0,"1","2","2","0"
"812","belonged","5gram","Intrans","transf-mod",15,0,0,2,0,2,1,0,"1","2","2","0"
"813","belonged","5gram","Intrans","transf-mod",16,0,0,2,0,2,1,0,"1","2","2","0"
"814","belonged","5gram","Intrans","transf-mod",17,0,0,2,0,2,1,0,"1","2","2","0"
"815","belonged","5gram","Intrans","transf-mod",18,0,0,2,0,2,1,0,"1","2","2","0"
"816","belonged","5gram","Intrans","transf-mod",19,0,0,2,0,2,1,0,"1","2","2","0"
"817","belonged","rnng","Intrans","transf-nomod",3,0.0974699999999977,0,2,0,2,1,0,"1","2","2","0"
"818","belonged","rnng","Intrans","transf-mod",1,-1.57652,0,2,0,2,1,0,"1","2","2","0"
"819","belonged","rnng","Intrans","transf-mod",2,-1.24408,0,2,0,2,1,0,"1","2","2","0"
"820","belonged","rnng","Intrans","transf-mod",3,-2.97507,0,2,0,2,1,0,"1","2","2","0"
"821","belonged","5gram","Intrans","transf-nomod",4,1.07960719443586,0,2,0,2,1,0,"1","2","2","0"
"822","belonged","5gram","Intrans","transf-nomod",5,1.36530549180859,0,2,0,2,1,0,"1","2","2","0"
"823","belonged","5gram","Intrans","transf-nomod",6,0.786715723059274,0,2,0,2,1,0,"1","2","2","0"
"824","belonged","5gram","Intrans","transf-nomod",7,-0.219827139252189,0,2,0,2,1,0,"1","2","2","0"
"825","belonged","5gram","Intrans","transf-nomod",8,-0.0262546352003739,0,2,0,2,1,0,"1","2","2","0"
"826","belonged","5gram","Intrans","transf-nomod",9,0.496589579770507,0,2,0,2,1,0,"1","2","2","0"
"827","belonged","5gram","Intrans","transf-nomod",10,0.315518976960803,0,2,0,2,1,0,"1","2","2","0"
"828","belonged","5gram","Intrans","transf-nomod",11,0.258185770942745,0,2,0,2,1,0,"1","2","2","0"
"829","belonged","5gram","Intrans","transf-nomod",12,-0.0262546352003739,0,2,0,2,1,0,"1","2","2","0"
"830","belonged","5gram","Intrans","transf-nomod",0,0.496589579770507,0,2,0,2,1,0,"1","2","2","0"
"831","belonged","rnng","Intrans","transf-nomod",4,-3.94618,0,2,0,2,1,0,"1","2","2","0"
"832","belonged","rnng","Intrans","transf-nomod",5,-4.59849,0,2,0,2,1,0,"1","2","2","0"
"833","belonged","5gram","Intrans","transf-nomod",17,1.07960719443586,0,2,0,2,1,0,"1","2","2","0"
"834","belonged","5gram","Intrans","transf-nomod",3,0.496589579770507,0,2,0,2,1,0,"1","2","2","0"
"835","belonged","5gram","Intrans","transf-nomod",13,0.786715723059274,0,2,0,2,1,0,"1","2","2","0"
"836","belonged","5gram","Intrans","transf-nomod",1,-0.0262546352003739,0,2,0,2,1,0,"1","2","2","0"
"837","belonged","5gram","Intrans","transf-nomod",2,0.258185770942752,0,2,0,2,1,0,"1","2","2","0"
"838","belonged","5gram","Intrans","transf-nomod",15,-0.0262546352003739,0,2,0,2,1,0,"1","2","2","0"
"839","belonged","5gram","Intrans","transf-nomod",16,-0.32206253135945,0,2,0,2,1,0,"1","2","2","0"
"840","belonged","5gram","Intrans","transf-nomod",14,0.496589579770507,0,2,0,2,1,0,"1","2","2","0"
"841","blundered","5gram","Intrans","transf-mod",3,0,0,2,0,2,1,0,"1","2","2","0"
"842","blundered","5gram","Intrans","transf-mod",5,0,0,2,0,2,1,0,"1","2","2","0"
"843","blundered","5gram","Intrans","transf-mod",6,0,0,2,0,2,1,0,"1","2","2","0"
"844","blundered","5gram","Intrans","transf-mod",2,0,0,2,0,2,1,0,"1","2","2","0"
"845","blundered","5gram","Intrans","transf-mod",8,0,0,2,0,2,1,0,"1","2","2","0"
"846","blundered","5gram","Intrans","transf-mod",9,0,0,2,0,2,1,0,"1","2","2","0"
"847","blundered","5gram","Intrans","transf-mod",10,0,0,2,0,2,1,0,"1","2","2","0"
"848","blundered","5gram","Intrans","transf-mod",7,0,0,2,0,2,1,0,"1","2","2","0"
"849","blundered","5gram","Intrans","transf-mod",12,0,0,2,0,2,1,0,"1","2","2","0"
"850","blundered","5gram","Intrans","transf-mod",11,0,0,2,0,2,1,0,"1","2","2","0"
"851","blundered","5gram","Intrans","transf-mod",4,0,0,2,0,2,1,0,"1","2","2","0"
"852","blundered","lstm","Intrans","transf-longmod",3,-0.0856667000000044,0,2,0,2,1,0,"1","2","2","0"
"853","blundered","lstm","Intrans","transf-longmod",4,-1.0400952,0,2,0,2,1,0,"1","2","2","0"
"854","blundered","lstm","Intrans","transf-longmod",5,1.0338125,0,2,0,2,1,0,"1","2","2","0"
"855","blundered","lstm","Intrans","transf-longmod",6,0.450694900000002,0,2,0,2,1,0,"1","2","2","0"
"856","blundered","lstm","Intrans","transf-longmod",7,-0.5203694,0,2,0,2,1,0,"1","2","2","0"
"857","blundered","lstm","Intrans","transf-longmod",8,0.874640900000003,0,2,0,2,1,0,"1","2","2","0"
"858","blundered","lstm","Intrans","transf-longmod",9,0.165864500000005,0,2,0,2,1,0,"1","2","2","0"
"859","blundered","lstm","Intrans","transf-mod",0,-3.39645649,0,2,0,2,1,0,"1","2","2","0"
"860","blundered","lstm","Intrans","transf-mod",1,-4.45713492,0,2,0,2,1,0,"1","2","2","0"
"861","blundered","lstm","Intrans","transf-mod",2,0.314083310000004,0,2,0,2,1,0,"1","2","2","0"
"862","blundered","5gram","Intrans","transf-mod",1,0,0,2,0,2,1,0,"1","2","2","0"
"863","blundered","lstm","Intrans","transf-longmod",0,0.812114049999998,0,2,0,2,1,0,"1","2","2","0"
"864","blundered","lstm","Intrans","transf-longmod",1,0.981107339999998,0,2,0,2,1,0,"1","2","2","0"
"865","blundered","lstm","Intrans","transf-longmod",2,1.29143545,0,2,0,2,1,0,"1","2","2","0"
"866","blundered","rnng","Intrans","transf-longmod",0,-6.680843,0,2,0,2,1,0,"1","2","2","0"
"867","blundered","rnng","Intrans","transf-longmod",1,3.526506,0,2,0,2,1,0,"1","2","2","0"
"868","blundered","rnng","Intrans","transf-longmod",2,-0.319590000000002,0,2,0,2,1,0,"1","2","2","0"
"869","blundered","rnng","Intrans","transf-longmod",3,-4.24407,0,2,0,2,1,0,"1","2","2","0"
"870","blundered","rnng","Intrans","transf-longmod",4,-1.81993,0,2,0,2,1,0,"1","2","2","0"
"871","blundered","rnng","Intrans","transf-longmod",5,1.164318,0,2,0,2,1,0,"1","2","2","0"
"872","blundered","rnng","Intrans","transf-longmod",6,-1.86175,0,2,0,2,1,0,"1","2","2","0"
"873","blundered","rnng","Intrans","transf-longmod",7,-2.54108,0,2,0,2,1,0,"1","2","2","0"
"874","blundered","rnng","Intrans","transf-longmod",8,-3.350834,0,2,0,2,1,0,"1","2","2","0"
"875","blundered","rnng","Intrans","transf-longmod",9,-2.45946,0,2,0,2,1,0,"1","2","2","0"
"876","blundered","rnng","Intrans","transf-mod",0,-2.11662,0,2,0,2,1,0,"1","2","2","0"
"877","blundered","5gram","Intrans","transf-longmod",0,0,0,2,0,2,1,0,"1","2","2","0"
"878","blundered","5gram","Intrans","transf-longmod",1,0,0,2,0,2,1,0,"1","2","2","0"
"879","blundered","5gram","Intrans","transf-longmod",2,0,0,2,0,2,1,0,"1","2","2","0"
"880","blundered","5gram","Intrans","transf-longmod",3,0,0,2,0,2,1,0,"1","2","2","0"
"881","blundered","5gram","Intrans","transf-longmod",4,0,0,2,0,2,1,0,"1","2","2","0"
"882","blundered","5gram","Intrans","transf-longmod",5,0,0,2,0,2,1,0,"1","2","2","0"
"883","blundered","5gram","Intrans","transf-longmod",6,0,0,2,0,2,1,0,"1","2","2","0"
"884","blundered","5gram","Intrans","transf-longmod",7,0,0,2,0,2,1,0,"1","2","2","0"
"885","blundered","5gram","Intrans","transf-longmod",8,0,0,2,0,2,1,0,"1","2","2","0"
"886","blundered","5gram","Intrans","transf-longmod",9,0,0,2,0,2,1,0,"1","2","2","0"
"887","blundered","5gram","Intrans","transf-longmod",10,0,0,2,0,2,1,0,"1","2","2","0"
"888","blundered","5gram","Intrans","transf-longmod",11,0,0,2,0,2,1,0,"1","2","2","0"
"889","blundered","5gram","Intrans","transf-longmod",12,0,0,2,0,2,1,0,"1","2","2","0"
"890","blundered","5gram","Intrans","transf-longmod",13,0,0,2,0,2,1,0,"1","2","2","0"
"891","blundered","5gram","Intrans","transf-longmod",14,0,0,2,0,2,1,0,"1","2","2","0"
"892","blundered","5gram","Intrans","transf-longmod",15,0,0,2,0,2,1,0,"1","2","2","0"
"893","blundered","5gram","Intrans","transf-longmod",16,0,0,2,0,2,1,0,"1","2","2","0"
"894","blundered","5gram","Intrans","transf-longmod",17,0,0,2,0,2,1,0,"1","2","2","0"
"895","blundered","5gram","Intrans","transf-longmod",18,0,0,2,0,2,1,0,"1","2","2","0"
"896","blundered","5gram","Intrans","transf-longmod",19,0,0,2,0,2,1,0,"1","2","2","0"
"897","blundered","5gram","Intrans","transf-mod",0,0,0,2,0,2,1,0,"1","2","2","0"
"898","blundered","actionLstm","Intrans","transf-longmod",0,0.375170000000001,0,2,0,2,1,0,"1","2","2","0"
"899","blundered","actionLstm","Intrans","transf-longmod",1,2.821982,0,2,0,2,1,0,"1","2","2","0"
"900","blundered","actionLstm","Intrans","transf-longmod",2,4.518938,0,2,0,2,1,0,"1","2","2","0"
"901","blundered","actionLstm","Intrans","transf-longmod",3,-0.80442,0,2,0,2,1,0,"1","2","2","0"
"902","blundered","actionLstm","Intrans","transf-longmod",4,-2.58987,0,2,0,2,1,0,"1","2","2","0"
"903","blundered","actionLstm","Intrans","transf-longmod",5,0.716806999999996,0,2,0,2,1,0,"1","2","2","0"
"904","blundered","actionLstm","Intrans","transf-longmod",6,1.297577,0,2,0,2,1,0,"1","2","2","0"
"905","blundered","actionLstm","Intrans","transf-longmod",7,1.78146,0,2,0,2,1,0,"1","2","2","0"
"906","blundered","actionLstm","Intrans","transf-longmod",8,-2.61855,0,2,0,2,1,0,"1","2","2","0"
"907","blundered","actionLstm","Intrans","transf-longmod",9,0.950760000000002,0,2,0,2,1,0,"1","2","2","0"
"908","blundered","actionLstm","Intrans","transf-mod",0,-3.25704,0,2,0,2,1,0,"1","2","2","0"
"909","blundered","5gram","Intrans","transf-mod",13,0,0,2,0,2,1,0,"1","2","2","0"
"910","blundered","5gram","Intrans","transf-mod",14,0,0,2,0,2,1,0,"1","2","2","0"
"911","blundered","5gram","Intrans","transf-mod",15,0,0,2,0,2,1,0,"1","2","2","0"
"912","blundered","5gram","Intrans","transf-mod",16,0,0,2,0,2,1,0,"1","2","2","0"
"913","blundered","5gram","Intrans","transf-mod",17,0,0,2,0,2,1,0,"1","2","2","0"
"914","blundered","5gram","Intrans","transf-mod",18,0,0,2,0,2,1,0,"1","2","2","0"
"915","blundered","5gram","Intrans","transf-mod",19,0,0,2,0,2,1,0,"1","2","2","0"
"916","blundered","5gram","Intrans","transf-nomod",0,-0.322062650854626,0,2,0,2,1,0,"1","2","2","0"
"917","blundered","5gram","Intrans","transf-nomod",1,0.150309094395617,0,2,0,2,1,0,"1","2","2","0"
"918","blundered","5gram","Intrans","transf-nomod",2,0.496589886903585,0,2,0,2,1,0,"1","2","2","0"
"919","blundered","5gram","Intrans","transf-nomod",3,0.258185922735855,0,2,0,2,1,0,"1","2","2","0"
"920","blundered","5gram","Intrans","transf-nomod",4,1.07960728199197,0,2,0,2,1,0,"1","2","2","0"
"921","blundered","5gram","Intrans","transf-nomod",5,0.275682929787443,0,2,0,2,1,0,"1","2","2","0"
"922","blundered","5gram","Intrans","transf-nomod",6,-0.219826790575205,0,2,0,2,1,0,"1","2","2","0"
"923","blundered","5gram","Intrans","transf-nomod",7,0.786715966334654,0,2,0,2,1,0,"1","2","2","0"
"924","blundered","5gram","Intrans","transf-nomod",8,1.36530520082178,0,2,0,2,1,0,"1","2","2","0"
"925","blundered","5gram","Intrans","transf-nomod",9,-0.0262550024682042,0,2,0,2,1,0,"1","2","2","0"
"926","blundered","5gram","Intrans","transf-nomod",10,3.24429048828395,0,2,0,2,1,0,"1","2","2","0"
"927","blundered","5gram","Intrans","transf-nomod",11,0.258185922735862,0,2,0,2,1,0,"1","2","2","0"
"928","blundered","5gram","Intrans","transf-nomod",12,3.24429048828395,0,2,0,2,1,0,"1","2","2","0"
"929","blundered","5gram","Intrans","transf-nomod",13,0.315518965193931,0,2,0,2,1,0,"1","2","2","0"
"930","blundered","5gram","Intrans","transf-nomod",14,0.258185922735862,0,2,0,2,1,0,"1","2","2","0"
"931","blundered","5gram","Intrans","transf-nomod",15,-0.0262550024682042,0,2,0,2,1,0,"1","2","2","0"
"932","blundered","5gram","Intrans","transf-nomod",16,1.36530520082178,0,2,0,2,1,0,"1","2","2","0"
"933","blundered","5gram","Intrans","transf-nomod",17,0.258185922735862,0,2,0,2,1,0,"1","2","2","0"
"934","blundered","5gram","Intrans","transf-nomod",18,-0.322062650854626,0,2,0,2,1,0,"1","2","2","0"
"935","blundered","5gram","Intrans","transf-nomod",19,0.258185922735862,0,2,0,2,1,0,"1","2","2","0"
"936","blundered","lstm","Intrans","transf-nomod",4,-1.44966579999999,0,2,0,2,1,0,"1","2","2","0"
"937","blundered","lstm","Intrans","transf-nomod",5,-4.60522875,0,2,0,2,1,0,"1","2","2","0"
"938","blundered","lstm","Intrans","transf-mod",3,-4.0087471,0,2,0,2,1,0,"1","2","2","0"
"939","blundered","lstm","Intrans","transf-mod",4,-0.527387099999999,0,2,0,2,1,0,"1","2","2","0"
"940","blundered","lstm","Intrans","transf-mod",5,-7.12814262,0,2,0,2,1,0,"1","2","2","0"
"941","blundered","lstm","Intrans","transf-mod",6,-3.64313181,0,2,0,2,1,0,"1","2","2","0"
"942","blundered","lstm","Intrans","transf-mod",7,-2.3281703,0,2,0,2,1,0,"1","2","2","0"
"943","blundered","lstm","Intrans","transf-mod",8,-3.35391527,0,2,0,2,1,0,"1","2","2","0"
"944","blundered","lstm","Intrans","transf-mod",9,0.1040481,0,2,0,2,1,0,"1","2","2","0"
